,list_date,description.year_built,description.baths_3qtr,description.sold_date,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.garage,description.stories,description.beds,location.address.state,location.address.city,basement,central_air,community_outdoor_space,dishwasher,fireplace,forced_air,hardwood_floors,laundry_room,recreation_facilities,shopping,washer_dryer,apartment,condos,duplex_triplex,land,mobile,multi_family,single_family,townhomes,interest_rate
1156,-0.8959425760767205,-1.5076409593155873,-0.24972095885024867,-0.20280256542677652,1.5553035557973776,-0.6471359257962567,-0.04827403734802676,0.8753744419230598,0.9022824842754739,-1.0230312769599528,0.6306295954913845,3.136747505625892,0.06281326538936693,0.05977007535217672,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.25949253645451975
1539,0.5588092812896924,1.5453897036797042,-0.24972095885024867,0.4754288380991961,0.24990557134414168,-0.6471359257962567,4.587913995928321,-0.8129132996522684,-0.23023759943581082,-1.0230312769599528,0.6306295954913845,-0.23971097669452324,-0.19471875915371648,-0.1852849845483456,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25949253645451975
5978,0.09661475421461034,1.084554886623811,-0.24972095885024867,0.5432519784517934,0.24990557134414168,-0.6471359257962567,0.23101285344096187,0.45927374016473244,-0.23023759943581082,1.871929570607573,-0.9634618820007266,-0.23971097669452324,-0.4559258745991878,-0.6591743793409661,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
2914,0.9973992213921289,0.9983733754263467,-0.24972095885024867,0.06848999598361254,-1.0554924131090941,-0.6471359257962567,-0.9410175330656295,-1.1787299286905562,-1.3627576831470956,-1.0230312769599528,-0.9634618820007266,-1.0838255972746271,-0.8269836002681431,-0.7869177282321108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
6416,0.15861318426970303,-0.7299822055337677,-0.24972095885024867,0.5432519784517934,-1.0554924131090941,-0.6471359257962567,-0.6627564894420733,-1.3496957759386907,-1.3627576831470956,-1.0230312769599528,-0.9634618820007266,-1.0838255972746271,-0.8312237956415635,-0.7909524937455145,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
411,0.8202075289772959,-0.7299822055337677,-0.24972095885024867,0.5093404082754948,0.24990557134414168,-0.6471359257962567,0.3427019635774215,0.48064447107074926,-0.23023759943581082,1.871929570607573,-0.9634618820007266,0.6044036438855805,-0.8354753491051743,-0.7568816323404362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
1526,0.37802172199376505,1.1133570626898044,-0.24972095885024867,0.5093404082754948,1.5553035557973776,-0.6471359257962567,-1.0537324903675216,-0.745029801480215,0.9022824842754739,-1.0230312769599528,0.6306295954913845,-0.23971097669452324,-0.19471875915371648,-0.1852849845483456,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.25949253645451975
4578,0.5123561182659636,-1.1332126704576742,-0.24972095885024867,0.5432519784517934,-1.0554924131090941,1.3927875303600386,-0.5561966151327761,-1.0706191723424712,-0.23023759943581082,-0.058044327770777455,-0.9634618820007266,-1.0838255972746271,0.007480357837850866,0.007117947918454779,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.25949253645451975
2572,-0.5556431323360366,1.1997635908877844,-0.24972095885024867,-0.4062719864845683,0.24990557134414168,-0.6471359257962567,-0.271652257620946,-0.43578275425197177,-0.23023759943581082,0.9069426214183978,-0.9634618820007266,-0.23971097669452324,-0.8459925707660034,-0.7850421123982393,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
5994,0.3787387701269833,0.7965331259638779,-0.24972095885024867,0.678898259156988,0.24990557134414168,1.3927875303600386,0.23883493807738443,1.197192507331313,0.9022824842754739,1.871929570607573,-0.9634618820007266,-0.23971097669452324,-0.4559258745991878,0.3793969998030632,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
6435,-1.0365725619791941,-1.1044104943916808,-0.24972095885024867,0.27195941704140436,0.24990557134414168,-0.6471359257962567,-0.774445599578533,1.6786625036256917,-0.23023759943581082,-1.0230312769599528,0.6306295954913845,0.6044036438855805,-0.8312237956415635,-0.7909524937455145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25949253645451975
6811,-1.7654543138801069,0.9981483584258312,-0.24972095885024867,-3.492224872527744,0.24990557134414168,-0.6471359257962567,-0.21587181800055574,-0.9247953614543565,-0.23023759943581082,-1.0230312769599528,-0.9634618820007266,-0.23971097669452324,-0.6699353025147827,-0.6521219061028993,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.4799298321487964
7547,-2.2401288877171672,-0.0963343320819148,-0.24972095885024867,0.5093404082754948,0.24990557134414168,-0.6471359257962567,-0.09905347203693378,0.6314966892308679,-0.23023759943581082,-1.0230312769599528,0.6306295954913845,-0.23971097669452324,0.9843705433988322,0.936249908663273,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,-2.589506726892927
1777,1.2447852549420197,1.5453897036797042,-0.24972095885024867,0.4415172679228975,1.5553035557973776,1.3927875303600386,-0.9978238198514523,1.179593081879299,2.0348025679867585,0.9069426214183978,2.2247210729834954,-0.23971097669452324,0.2508015477108791,1.6099068582596454,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.25949253645451975
6719,-2.928347878253029,1.170961414821791,-0.24972095885024867,-3.5939595830566398,0.24990557134414168,-0.6471359257962567,0.06341507278843288,0.5422424601527976,-0.23023759943581082,-1.0230312769599528,-0.9634618820007266,-0.23971097669452324,-0.6699353025147827,-0.6521219061028993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.4799298321487964
4753,1.0918031796165615,1.0557527105578177,-0.24972095885024867,0.4754288380991961,1.5553035557973776,-0.6471359257962567,-0.4448921976833536,0.4215606856247027,0.9022824842754739,0.9069426214183978,-0.9634618820007266,0.6044036438855805,0.007480357837850866,0.007117947918454779,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25949253645451975
1090,-1.9688480386973632,-1.0468061422596942,-0.24972095885024867,0.30587098721770295,1.5553035557973776,-0.6471359257962567,-0.21587181800055574,2.554862470772381,0.9022824842754739,1.871929570607573,0.6306295954913845,3.136747505625892,0.06281326538936693,0.05977007535217672,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.4799298321487964
