,list_date,description.year_built,description.baths_3qtr,description.sold_date,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.garage,description.stories,description.beds,location.address.state,location.address.city,basement,central_air,community_outdoor_space,dishwasher,fireplace,forced_air,hardwood_floors,laundry_room,recreation_facilities,shopping,washer_dryer,apartment,condos,duplex_triplex,land,mobile,multi_family,single_family,townhomes,interest_rate
3586,1695913660.0,1960.0,0.0,1704758400.0,2.0,0.0,8470.0,1690.0,2.0,0.0,4.0,4.0,546702.2359550562,546702.2359550562,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
2654,1695153708.0,2007.0,0.0,1702598400.0,2.0,0.0,6970.0,1455.0,2.0,2.0,1.0,3.0,238092.4406779661,240520.9391304348,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
4535,1697905604.0,2019.0,0.0,1704931200.0,2.0,0.0,5227.0,1246.0,2.0,0.0,1.0,3.0,424447.63440860214,424447.63440860214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4968,1701078647.0,1897.0,0.0,1702857600.0,1.0,0.0,2178.0,1376.0,1.0,0.0,3.0,3.0,244447.15447154472,183784.94623655913,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
2535,1698176516.0,2005.0,0.0,1702252800.0,2.0,1.0,11326.0,2246.0,3.0,2.0,2.0,3.0,238092.4406779661,240520.9391304348,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
5931,1699075623.0,1956.0,0.0,1705017600.0,1.0,0.0,7841.0,858.0,1.0,1.0,1.0,3.0,283243.6614173228,106000.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
6678,1697030261.0,2021.0,0.0,1696896000.0,2.0,0.0,5227.0,1342.0,2.0,1.0,1.0,2.0,258471.52112676058,269337.8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1575,1701569783.0,2020.0,0.0,1704844800.0,2.0,1.0,23087.0,2670.0,3.0,3.0,1.0,4.0,313479.05511811026,313479.05511811026,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
1941,1701467366.0,1959.0,0.0,1704844800.0,1.0,1.0,14702.0,1083.0,2.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
915,1696975342.0,1972.0,1.0,1704844800.0,1.0,1.0,8560.0,2754.0,3.0,2.0,2.0,4.0,570285.0,570285.0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5.33
7567,1690914418.0,1999.0,0.0,1704153600.0,2.0,1.0,7205.0,2106.0,3.0,2.0,2.0,4.0,449961.6666666667,449909.4017094017,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,5.33
5532,1701197227.0,1989.0,0.0,1704931200.0,1.0,0.0,436.0,1050.0,1.0,0.0,1.0,2.0,260635.74626865672,250075.95041322315,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5.33
8001,1695234542.0,1973.0,0.0,1703721600.0,2.0,0.0,3049.0,2006.0,2.0,0.0,2.0,4.0,51394.02985074627,47327.27272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6400,1695069429.0,1951.0,0.0,1704240000.0,1.0,0.0,10454.0,1299.0,1.0,0.0,1.0,2.0,239801.9642857143,239801.9642857143,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
2005,1677607851.0,2022.0,1.0,1704412800.0,2.0,0.0,9714.0,1564.0,3.0,3.0,2.0,4.0,228275.70247933886,228275.70247933886,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.57
5246,1697543647.0,2000.0,0.0,1704412800.0,3.0,0.0,9583.0,2713.0,3.0,3.0,2.0,4.0,466018.73214285716,466018.73214285716,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
819,1699567405.0,1964.0,0.0,1704931200.0,2.0,0.0,11678.0,1764.0,2.0,2.0,1.0,4.0,494053.8461538461,504408.4905660377,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.33
3830,1701696986.0,1929.0,0.0,1703808000.0,1.0,0.0,4966.0,882.0,1.0,0.0,2.0,2.0,175455.03875968992,175455.03875968992,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,5.33
211,1699565542.0,1968.0,0.0,1704758400.0,2.0,0.0,16988.0,1752.0,2.0,2.0,1.0,3.0,172763.26515151514,172763.26515151514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6727,1690903002.0,1991.0,0.0,1690761600.0,2.0,1.0,10890.0,1444.0,3.0,0.0,2.0,4.0,258471.52112676058,256690.16393442624,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1859,1703286478.0,2019.0,0.0,1704758400.0,3.0,1.0,1307.0,2740.0,4.0,2.0,3.0,3.0,365049.173553719,531857.1428571428,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,5.33
1014,1698874006.0,1936.0,0.0,1701302400.0,1.0,0.0,1056.0,590.0,1.0,0.0,1.0,1.0,570285.0,570285.0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,5.33
5753,1695395293.0,1960.0,0.0,1698796800.0,2.0,0.0,7200.0,1609.0,2.0,1.0,1.0,3.0,251629.78723404257,237835.89743589744,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
3819,1696871752.0,1952.0,0.0,1704153600.0,1.0,0.0,7405.0,1333.0,1.0,0.0,2.0,3.0,175455.03875968992,175455.03875968992,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
1848,1698943392.0,1950.0,0.0,1704844800.0,1.0,0.0,12023.0,920.0,1.0,0.0,1.0,3.0,365049.173553719,343749.51923076925,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
6740,1699463797.0,1992.0,0.0,1698624000.0,0.0,1.0,16117.0,2244.0,1.0,2.0,2.0,4.0,258471.52112676058,256690.16393442624,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,5.33
1845,1688189194.0,1937.0,0.0,1704931200.0,2.0,0.0,10193.0,1448.0,2.0,0.0,1.0,3.0,365049.173553719,325000.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5.08
1793,1698702766.0,1981.0,0.0,1704672000.0,3.0,0.0,1917.0,1900.0,3.0,0.0,2.0,3.0,365049.173553719,343749.51923076925,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,5.33
56,1699209896.0,1948.0,0.0,1704412800.0,1.0,0.0,7405.0,1290.0,1.0,1.0,1.0,3.0,172763.26515151514,172763.26515151514,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
2423,1698718387.0,1989.0,0.0,1701907200.0,2.0,0.0,5968.0,1280.0,2.0,1.0,1.0,3.0,178189.2857142857,178189.2857142857,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1995,1697914808.0,1941.0,0.0,1704672000.0,1.0,0.0,13852.0,857.0,1.0,0.0,2.0,2.0,228275.70247933886,228275.70247933886,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
3861,1701817059.0,1900.0,0.0,1704758400.0,2.0,0.0,8407.0,1844.0,2.0,1.0,2.0,4.0,351393.78571428574,338264.57364341087,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5.33
6665,1701118073.0,1954.0,0.0,1704844800.0,1.0,0.0,8712.0,964.0,1.0,1.0,1.0,2.0,258471.52112676058,256690.16393442624,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
833,1696967332.0,1942.0,0.0,1705017600.0,1.0,0.0,6534.0,1130.0,1.0,1.0,1.0,2.0,494053.8461538461,504408.4905660377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
8125,1684723096.0,1955.0,0.0,1703635200.0,2.0,0.0,19166.0,900.0,2.0,3.0,2.0,2.0,51394.02985074627,47327.27272727273,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.08
2130,1699371099.0,1921.0,0.0,1704412800.0,1.0,0.0,5401.0,884.0,1.0,0.0,2.0,2.0,228275.70247933886,228275.70247933886,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5.33
3833,1700320839.0,1913.0,1.0,1705363200.0,1.0,0.0,4879.0,1379.0,2.0,2.0,2.0,3.0,351393.78571428574,338264.57364341087,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
2098,1700058156.0,1917.0,0.0,1704931200.0,1.0,0.0,6447.0,804.0,1.0,2.0,2.0,2.0,228275.70247933886,228275.70247933886,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
950,1695663964.0,1960.0,2.0,1698796800.0,1.0,0.0,10454.0,2569.0,3.0,2.0,1.0,3.0,570285.0,570285.0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4636,1700153839.0,2021.0,2.0,1704672000.0,1.0,0.0,11326.0,2511.0,3.0,2.0,1.0,3.0,336884.1216216216,336884.1216216216,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.33
2977,1697820879.0,1998.0,0.0,1702252800.0,3.0,0.0,9000.0,1553.0,3.0,0.0,1.0,3.0,240292.77777777778,240292.77777777778,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
2499,1695412218.0,2003.0,0.0,1695340800.0,2.0,0.0,14810.0,2238.0,2.0,3.0,1.0,3.0,178189.2857142857,178189.2857142857,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
7390,1702576657.0,1959.0,0.0,1705017600.0,1.0,1.0,25670.0,1477.0,2.0,1.0,1.0,3.0,381542.78571428574,412295.0722891566,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.33
623,1701449872.0,1930.0,0.0,1703548800.0,1.0,0.0,6521.0,1544.0,1.0,1.0,1.0,2.0,447795.6153846154,457283.7916666667,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.33
3326,1698847497.0,1905.0,0.0,1704758400.0,3.0,1.0,3600.0,4408.0,4.0,1.0,3.0,11.0,578773.5849056604,578773.5849056604,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,5.33
515,1700165082.0,1961.0,0.0,1703203200.0,3.0,0.0,17424.0,2202.0,3.0,2.0,1.0,3.0,447795.6153846154,457283.7916666667,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
5234,1700948089.0,1934.0,0.0,1702857600.0,1.0,0.0,8276.0,660.0,1.0,0.0,1.0,2.0,466018.73214285716,466018.73214285716,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1315,1691609523.0,1999.0,0.0,1701993600.0,2.0,1.0,43560.0,2570.0,3.0,2.0,2.0,4.0,319652.11023622047,319652.11023622047,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4842,1699923793.0,1896.0,0.0,1703030400.0,2.0,0.0,4199.0,1904.0,2.0,2.0,3.0,4.0,244447.15447154472,183784.94623655913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4697,1700685701.0,1956.0,0.0,1705017600.0,1.0,0.0,10454.0,1076.0,1.0,1.0,1.0,3.0,336884.1216216216,336884.1216216216,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
7605,1692641761.0,1921.0,0.0,1704153600.0,1.0,0.0,6896.0,1165.0,1.0,1.0,2.0,3.0,449961.6666666667,449909.4017094017,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
4512,1699630541.0,2005.0,0.0,1704844800.0,2.0,1.0,3485.0,1832.0,3.0,2.0,1.0,3.0,424447.63440860214,424447.63440860214,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5.33
3842,1698328448.0,1932.0,2.0,1705017600.0,1.0,1.0,5140.0,2462.0,4.0,2.0,2.0,3.0,351393.78571428574,338264.57364341087,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
5947,1695180355.0,2002.0,0.0,1705017600.0,2.0,0.0,10350.0,2427.0,2.0,3.0,1.0,3.0,283243.6614173228,420031.25,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1510,1701983178.0,2001.0,0.0,1705017600.0,2.0,0.0,4792.0,1648.0,2.0,2.0,1.0,3.0,313479.05511811026,313479.05511811026,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.33
6668,1699127265.0,1930.0,0.0,1703030400.0,1.0,0.0,10890.0,1149.0,1.0,0.0,1.0,3.0,258471.52112676058,256690.16393442624,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
4909,1696028300.0,1907.0,0.0,1703808000.0,1.0,1.0,3877.0,1963.0,2.0,0.0,3.0,5.0,244447.15447154472,183784.94623655913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33
2920,1699023881.0,1965.0,0.0,1703721600.0,2.0,0.0,30231.0,1310.0,2.0,0.0,1.0,2.0,240292.77777777778,240292.77777777778,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,5.33
3910,1695499610.0,1926.0,1.0,1704412800.0,1.0,0.0,5053.0,1453.0,2.0,2.0,1.0,4.0,351393.78571428574,338264.57364341087,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,5.33
2893,1693510454.0,2000.5,0.0,1702425600.0,1.0,0.0,8125.0,1000.0,1.0,0.0,1.0,3.0,240292.77777777778,240292.77777777778,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
3837,1702002076.0,1908.0,0.0,1705017600.0,2.0,0.0,7275.0,1662.0,2.0,2.0,1.0,3.0,351393.78571428574,338264.57364341087,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5882,1698946072.0,2014.0,0.0,1705017600.0,3.0,1.0,14375.0,3825.0,4.0,3.0,2.0,4.0,283243.6614173228,255832.25806451612,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
812,1699544734.0,1975.0,0.0,1704931200.0,4.0,0.0,8712.0,2347.0,4.0,3.0,1.0,5.0,494053.8461538461,504408.4905660377,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.33
5831,1699971957.0,1960.0,0.0,1705363200.0,1.0,0.0,45738.0,1763.0,1.0,0.0,1.0,3.0,283243.6614173228,255832.25806451612,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
2947,1698071544.0,1998.0,0.0,1701302400.0,2.0,0.0,7405.0,1475.0,2.0,0.0,2.0,3.0,240292.77777777778,240292.77777777778,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
5371,1697908446.0,1996.0,0.0,1704412800.0,2.0,0.0,10454.0,2174.0,2.0,3.0,1.0,3.0,466018.73214285716,466018.73214285716,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1916,1702417683.0,1950.0,0.0,1704672000.0,2.0,0.0,8834.0,1849.0,2.0,0.0,2.0,4.0,365049.173553719,343749.51923076925,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
4361,1701696008.0,1981.0,0.0,1705017600.0,2.0,1.0,42689.0,2878.0,3.0,3.0,2.0,3.0,424447.63440860214,424447.63440860214,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
1994,1700001088.0,1978.0,1.0,1704672000.0,1.0,0.0,12589.0,1440.0,2.0,2.0,2.0,0.0,228275.70247933886,228275.70247933886,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5.33
7585,1701387500.0,1986.0,0.0,1704931200.0,2.0,0.0,8379.0,1352.0,2.0,2.0,1.0,3.0,449961.6666666667,449909.4017094017,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5.33
4573,1698643065.0,1995.0,2.0,1705017600.0,1.0,0.0,8477.0,1900.0,3.0,2.0,1.0,3.0,336884.1216216216,336884.1216216216,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
7470,1701736954.0,1940.0,0.0,1705017600.0,2.0,0.0,7349.0,1775.0,2.0,0.0,2.0,3.0,381542.78571428574,412295.0722891566,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6229,1702072340.0,1958.0,0.0,1704240000.0,1.0,1.0,9148.0,1464.0,2.0,2.0,1.0,3.0,431431.53153153154,431431.53153153154,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
3575,1699069824.0,1978.0,0.0,1701993600.0,3.0,0.0,15028.0,1590.0,3.0,2.0,2.0,4.0,546702.2359550562,546702.2359550562,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
5434,1696379239.0,1950.0,0.0,1703808000.0,2.0,0.0,3485.0,1716.0,2.0,0.0,2.0,4.0,260635.74626865672,250075.95041322315,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.33
2637,1690377972.0,1940.0,0.0,1693872000.0,1.0,0.0,3485.0,1038.0,1.0,1.0,1.0,2.0,238092.4406779661,240520.9391304348,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.08
2821,1697753582.0,2004.0,0.0,1701388800.0,2.0,2.0,11979.0,3432.0,4.0,0.0,2.0,3.0,240292.77777777778,240292.77777777778,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
4775,1695055484.0,1887.0,0.0,1704931200.0,1.0,0.0,1642.0,1005.0,1.0,0.0,2.0,2.0,244447.15447154472,183784.94623655913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33
4594,1701977053.0,1925.0,0.0,1704672000.0,1.0,1.0,9148.0,2018.0,2.0,0.0,2.0,3.0,336884.1216216216,336884.1216216216,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
7376,1698345295.0,1944.0,0.0,1705017600.0,2.0,0.0,39640.0,1332.0,2.0,0.0,1.0,3.0,381542.78571428574,412295.0722891566,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
7873,1701266757.0,1968.0,0.0,1705017600.0,2.0,1.0,13068.0,2682.0,3.0,2.0,1.0,3.0,434089.0,435382.5581395349,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
4715,1700255660.0,1980.0,0.0,1704844800.0,1.0,1.0,6043.0,1028.0,2.0,2.0,2.0,3.0,336884.1216216216,336884.1216216216,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
7699,1696552968.0,1971.0,0.0,1703635200.0,1.0,1.0,672.0,672.0,2.0,0.0,1.0,2.0,449961.6666666667,449909.4017094017,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,5.33
2596,1690377972.0,1940.0,0.0,1693872000.0,1.0,0.0,3485.0,1038.0,1.0,1.0,1.0,2.0,238092.4406779661,240520.9391304348,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.08
4463,1702007944.0,1997.0,0.0,1704844800.0,2.0,1.0,8712.0,2057.0,3.0,2.0,2.0,3.0,424447.63440860214,424447.63440860214,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
193,1689803453.0,1987.0,0.0,1704153600.0,3.0,1.0,29621.0,3288.0,4.0,2.0,2.0,4.0,172763.26515151514,172763.26515151514,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5.08
5257,1687882797.0,2002.0,0.0,1703721600.0,2.0,1.0,2614.0,1260.0,3.0,1.0,2.0,3.0,466018.73214285716,466018.73214285716,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5.07
4810,1696738339.0,2004.0,0.0,1702339200.0,2.0,1.0,3615.0,2608.0,3.0,1.0,2.0,5.0,244447.15447154472,729000.0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5.33
4359,1699015468.0,1995.0,0.0,1705017600.0,2.0,1.0,4356.0,1230.0,3.0,0.0,2.0,2.0,424447.63440860214,424447.63440860214,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5.33
784,1701655589.0,1950.0,0.0,1704844800.0,2.0,0.0,5998.0,1781.0,2.0,2.0,2.0,4.0,494053.8461538461,504408.4905660377,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
3726,1699018668.0,1924.0,0.0,1704412800.0,1.0,0.0,5053.0,660.0,1.0,0.0,1.0,1.0,175455.03875968992,175455.03875968992,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
7531,1701451110.0,1920.0,0.0,1704844800.0,1.0,0.0,8960.0,1299.0,1.0,0.0,1.0,2.0,381542.78571428574,412295.0722891566,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
4445,1697122975.0,2014.0,0.0,1705017600.0,3.0,0.0,6970.0,3240.0,3.0,2.0,2.0,5.0,424447.63440860214,424447.63440860214,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,5.33
1248,1696024841.0,1900.0,0.0,1704931200.0,3.0,0.0,6098.0,3238.0,3.0,0.0,2.0,6.0,343289.04761904763,343289.04761904763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
1989,1701191249.0,1964.0,2.0,1704672000.0,1.0,0.0,10106.0,1421.0,3.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
3359,1702139461.0,1910.0,0.0,1704844800.0,1.0,0.0,3500.0,1023.0,1.0,0.0,1.0,1.0,578773.5849056604,578773.5849056604,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,5.33
6796,1698879872.0,1940.0,0.0,1702598400.0,1.0,0.0,20038.0,1070.0,1.0,0.0,2.0,2.0,258471.52112676058,256690.16393442624,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,5.33
864,1690432784.0,2004.0,0.0,1704931200.0,2.0,0.0,5776.0,1815.0,2.0,2.0,1.0,2.0,494053.8461538461,504408.4905660377,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
5478,1697814248.0,1905.0,0.0,1703808000.0,2.0,0.0,4792.0,2226.0,2.0,2.0,2.0,5.0,260635.74626865672,250075.95041322315,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,5.33
4836,1692194153.0,2002.0,0.0,1703203200.0,2.0,1.0,0.0,2116.0,3.0,1.0,2.0,3.0,244447.15447154472,729000.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5.33
5923,1700595769.0,1979.0,0.0,1705017600.0,2.0,0.0,8377.0,1645.0,2.0,2.0,1.0,3.0,283243.6614173228,255832.25806451612,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.33
2720,1693586163.0,2005.0,0.0,1693526400.0,2.0,0.0,7841.0,1478.0,2.0,2.0,1.0,3.0,238092.4406779661,240520.9391304348,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4504,1702007944.0,1997.0,0.0,1704844800.0,2.0,1.0,8712.0,2057.0,3.0,2.0,2.0,3.0,424447.63440860214,424447.63440860214,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
5829,1699651638.0,1963.0,0.0,1705363200.0,3.0,0.0,9840.0,2276.0,3.0,2.0,1.0,4.0,283243.6614173228,255832.25806451612,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
657,1701127469.0,1936.0,0.0,1703203200.0,2.0,0.0,9243.0,1513.0,2.0,0.0,1.0,3.0,447795.6153846154,457283.7916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
2560,1687975171.0,1952.0,0.0,1692835200.0,2.0,0.0,9583.0,2160.0,2.0,1.0,2.0,4.0,238092.4406779661,240520.9391304348,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,5.07
6427,1701321172.0,1994.0,0.0,1704758400.0,2.0,1.0,2178.0,1600.0,3.0,1.0,2.0,3.0,239801.9642857143,239801.9642857143,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5.33
1428,1699613690.0,1964.0,0.0,1703030400.0,2.0,0.0,8000.0,2095.0,2.0,0.0,1.0,4.0,319652.11023622047,319652.11023622047,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
8087,1694474863.0,1947.0,0.0,1702598400.0,1.0,0.0,10890.0,800.0,1.0,0.0,2.0,2.0,51394.02985074627,47327.27272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6097,1701379885.0,1951.0,0.0,1704412800.0,1.0,0.0,3920.0,901.0,1.0,1.0,1.0,2.0,431431.53153153154,431431.53153153154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
2025,1698356465.0,1960.0,0.0,1704844800.0,1.0,0.0,8146.0,1005.0,1.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
177,1699557986.0,1984.0,0.0,1704412800.0,2.0,0.0,6098.0,1539.0,2.0,0.0,1.0,3.0,172763.26515151514,172763.26515151514,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5.33
6663,1689348504.0,1890.0,0.0,1704153600.0,2.0,0.0,3289.0,2695.815789473684,2.0,0.0,3.0,4.0,458996.5652173913,458996.5652173913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.08
3392,1697172422.0,1925.0,0.0,1704931200.0,1.0,1.0,3200.0,1810.0,2.0,0.0,1.0,5.0,578773.5849056604,578773.5849056604,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,5.33
7410,1702668095.0,2001.0,0.0,1705363200.0,2.0,0.0,8276.0,1002.0,2.0,0.0,1.0,3.0,381542.78571428574,412295.0722891566,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
1888,1699223297.0,1940.0,0.0,1704844800.0,1.0,0.0,601.0,581.0,1.0,0.0,1.0,1.0,365049.173553719,343749.51923076925,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,5.33
7667,1701387500.0,1986.0,0.0,1704931200.0,2.0,0.0,8379.0,1352.0,2.0,2.0,1.0,3.0,449961.6666666667,449909.4017094017,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5.33
