,list_date,description.year_built,description.baths_3qtr,description.sold_date,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.garage,description.stories,description.beds,location.address.state,location.address.city,basement,central_air,community_outdoor_space,dishwasher,fireplace,forced_air,hardwood_floors,laundry_room,recreation_facilities,shopping,washer_dryer,apartment,condos,duplex_triplex,land,mobile,multi_family,single_family,townhomes,interest_rate
6118,1700611816.0,2014.0,0.0,1703808000.0,2.0,0.0,4791.0,1204.0,2.0,2.0,1.0,3.0,431431.53153153154,431431.53153153154,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
7337,1699820842.0,1920.0,0.0,1705017600.0,2.0,0.0,2662.0,1343.0,2.0,0.0,2.0,3.0,381542.78571428574,412295.0722891566,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5.33
2569,1699815036.0,2003.0,0.0,1703030400.0,2.0,1.0,10890.0,3240.0,3.0,2.0,2.0,4.0,238092.4406779661,240520.9391304348,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
7610,1699566254.0,1974.0,1.0,1703808000.0,2.0,0.0,8100.0,1579.0,2.0,3.0,2.0,4.0,449961.6666666667,449909.4017094017,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,5.33
5920,1697650022.0,1965.0,0.0,1705017600.0,2.0,0.0,7200.0,2156.0,2.0,2.0,2.0,4.0,283243.6614173228,255832.25806451612,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
5480,1694101936.0,1920.0,0.0,1703808000.0,2.0,0.0,3049.0,2326.0,2.0,0.0,2.0,6.0,260635.74626865672,250075.95041322315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.33
4832,1697154748.0,1958.0,0.0,1703635200.0,1.0,1.0,7701.0,1616.0,2.0,0.0,3.0,3.0,244447.15447154472,342260.8695652174,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5703,1695677266.0,1958.0,0.0,1701907200.0,1.0,0.0,5998.0,1200.0,1.0,2.0,1.0,3.0,251629.78723404257,237835.89743589744,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
4446,1700837218.0,2000.0,0.0,1705017600.0,2.0,1.0,5227.0,1543.0,3.0,0.0,2.0,3.0,424447.63440860214,424447.63440860214,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
2676,1690338386.0,1981.0,0.0,1694995200.0,1.0,0.0,8712.0,1302.0,1.0,1.0,1.0,3.0,238092.4406779661,240520.9391304348,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.08
1562,1697472571.0,2004.0,0.0,1705017600.0,4.0,0.0,27443.0,3281.0,4.0,2.0,1.0,4.0,313479.05511811026,313479.05511811026,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
559,1700237694.0,1943.0,0.0,1703203200.0,2.0,0.0,8050.0,1793.0,2.0,2.0,1.0,3.0,447795.6153846154,457283.7916666667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
399,1696523736.0,1920.0,0.0,1704412800.0,1.0,0.0,6970.0,1428.0,1.0,0.0,2.0,3.0,239309.83606557376,243946.55172413794,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.33
5494,1695068841.0,2015.0,0.0,1704758400.0,1.0,1.0,3049.0,1340.0,2.0,1.0,2.0,3.0,260635.74626865672,250075.95041322315,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
7542,1698366170.0,1985.0,2.0,1705017600.0,0.0,0.0,12053.0,1190.0,2.0,2.0,1.0,3.0,449961.6666666667,449909.4017094017,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,5.33
1962,1700803538.0,1950.0,1.0,1704412800.0,1.0,0.0,7013.0,768.0,2.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4633,1693934456.0,2010.0,1.0,1704844800.0,1.0,1.0,871.0,2230.0,3.0,2.0,1.0,2.0,336884.1216216216,336884.1216216216,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,5.33
3898,1696601718.0,1909.0,0.0,1704844800.0,2.0,0.0,5358.0,3580.0,2.0,2.0,2.0,6.0,351393.78571428574,338264.57364341087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
5877,1700595769.0,1979.0,0.0,1705017600.0,2.0,0.0,8377.0,1645.0,2.0,2.0,1.0,3.0,283243.6614173228,255832.25806451612,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,5.33
6545,1701884081.0,1930.0,0.0,1704931200.0,1.0,0.0,1743.0,933.0,1.0,0.0,2.0,3.0,458996.5652173913,458996.5652173913,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
4689,1697589332.0,1989.0,1.0,1705017600.0,1.0,0.0,4356.0,2636.0,2.0,2.0,2.0,2.0,336884.1216216216,336884.1216216216,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33
7367,1701975642.0,1952.0,0.0,1705363200.0,2.0,0.0,8472.0,1481.0,2.0,0.0,1.0,4.0,381542.78571428574,412295.0722891566,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
7596,1703111200.0,1956.0,0.0,1704412800.0,1.0,1.0,5635.0,1425.0,2.0,2.0,1.0,3.0,449961.6666666667,449909.4017094017,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.33
89,1704856284.0,1958.0,0.0,1704758400.0,1.0,0.0,11326.0,961.0,1.0,0.0,1.0,3.0,172763.26515151514,172763.26515151514,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
588,1699645003.0,2005.0,0.0,1703548800.0,4.0,0.0,8880.0,3135.0,4.0,3.0,2.0,4.0,447795.6153846154,457283.7916666667,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
6725,1702451466.0,1999.0,0.0,1691625600.0,3.0,1.0,31363.0,2638.0,4.0,2.0,2.0,4.0,258471.52112676058,256690.16393442624,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
7541,1701464248.0,1993.0,1.0,1705017600.0,1.0,0.0,6500.0,1658.0,2.0,2.0,1.0,3.0,449961.6666666667,449909.4017094017,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,5.33
7588,1687544666.0,1962.0,0.0,1704931200.0,2.0,0.0,8316.0,2304.0,2.0,0.0,2.0,3.0,449961.6666666667,449909.4017094017,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,5.07
4583,1701411531.0,1991.0,0.0,1704931200.0,3.0,0.0,7200.0,1572.0,3.0,2.0,2.0,3.0,336884.1216216216,336884.1216216216,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5370,1700503077.0,1970.0,0.0,1704412800.0,2.0,0.0,7405.0,1092.0,2.0,2.0,1.0,3.0,466018.73214285716,466018.73214285716,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,5.33
7353,1700366646.0,1954.0,0.0,1705017600.0,1.0,0.0,14810.0,1292.0,1.0,1.0,1.0,3.0,381542.78571428574,344168.5714285714,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
5344,1700170109.0,1971.0,0.0,1703203200.0,2.0,0.0,6534.0,1056.0,2.0,2.0,1.0,3.0,466018.73214285716,466018.73214285716,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
3832,1700191282.0,1985.0,1.0,1705363200.0,2.0,1.0,15594.0,3700.0,4.0,3.0,2.0,4.0,351393.78571428574,471000.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4764,1702396575.0,1995.0,0.0,1704672000.0,2.0,0.0,6970.0,1109.0,2.0,2.0,1.0,2.0,336884.1216216216,336884.1216216216,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33
7499,1698345295.0,1944.0,0.0,1705017600.0,2.0,0.0,39640.0,1332.0,2.0,0.0,1.0,3.0,381542.78571428574,412295.0722891566,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
6278,1692325349.0,1955.0,0.0,1704240000.0,1.0,1.0,12632.0,2215.0,2.0,0.0,1.0,3.0,239801.9642857143,239801.9642857143,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
8076,1685240728.0,1973.0,0.0,1690416000.0,1.0,0.0,7841.0,988.0,1.0,0.0,2.0,3.0,51394.02985074627,47327.27272727273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.08
6498,1700375484.0,1925.0,0.0,1705017600.0,3.0,0.0,4356.0,2508.0,3.0,4.0,2.0,6.0,458996.5652173913,458996.5652173913,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.33
7968,1690575975.0,1950.0,0.0,1701216000.0,1.0,0.0,5663.0,800.0,1.0,0.0,1.0,2.0,51394.02985074627,47327.27272727273,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
3230,1699551263.0,1910.0,0.0,1704931200.0,1.0,0.0,9583.0,1055.0,1.0,0.0,1.0,2.0,578773.5849056604,578773.5849056604,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,5.33
6282,1698005798.0,1988.0,0.0,1703808000.0,2.0,1.0,3920.0,1488.0,3.0,2.0,2.0,3.0,239801.9642857143,239801.9642857143,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
1153,1690658790.0,1920.0,0.0,1703116800.0,4.0,0.0,4356.0,4496.0,4.0,0.0,2.0,9.0,343289.04761904763,343289.04761904763,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.33
4767,1696656230.0,2018.0,1.0,1704412800.0,1.0,0.0,3902.0,1200.0,2.0,2.0,1.0,2.0,336884.1216216216,336884.1216216216,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,5.33
3958,1701366306.0,1900.0,0.0,1705017600.0,1.0,0.0,6490.0,882.0,1.0,0.0,2.0,2.0,351393.78571428574,338264.57364341087,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
3627,1701282084.0,1979.0,0.0,1705017600.0,1.0,0.0,13939.0,1028.0,1.0,0.0,1.0,3.0,175455.03875968992,175455.03875968992,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
3813,1697432466.0,1967.0,0.0,1704326400.0,1.0,1.0,8538.0,2375.0,2.0,0.0,1.0,3.0,175455.03875968992,175455.03875968992,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
7726,1696530039.0,1968.0,1.0,1704326400.0,1.0,1.0,12149.0,2132.0,3.0,2.0,2.0,3.0,449961.6666666667,449909.4017094017,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,5.33
3779,1700668828.0,1952.0,0.0,1704153600.0,2.0,0.0,12632.0,2250.0,2.0,0.0,1.0,3.0,175455.03875968992,175455.03875968992,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
356,1699132620.0,1930.0,0.0,1704412800.0,2.0,0.0,8276.0,4344.0,2.0,0.0,2.0,3.0,239309.83606557376,243946.55172413794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.33
6390,1702876329.0,1953.0,0.0,1704672000.0,1.0,0.0,871.0,1222.0,1.0,1.0,2.0,3.0,239801.9642857143,239801.9642857143,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5.33
6111,1700083561.0,1956.0,0.0,1704153600.0,1.0,1.0,6970.0,1360.0,2.0,2.0,1.0,3.0,431431.53153153154,431431.53153153154,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
7770,1701374434.0,2006.0,0.0,1704412800.0,2.0,1.0,8712.0,2153.0,3.0,2.0,2.0,3.0,434089.0,331500.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6023,1698391603.0,2016.0,0.0,1705017600.0,2.0,0.0,6094.0,1729.0,2.0,2.0,1.0,3.0,283243.6614173228,420031.25,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
50,1701745896.0,1975.0,0.0,1704672000.0,2.0,0.0,11326.0,1699.0,2.0,0.0,1.0,4.0,172763.26515151514,172763.26515151514,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
3509,1699122893.0,1961.0,0.0,1704672000.0,2.0,0.0,19115.0,1713.0,2.0,0.0,2.0,3.0,546702.2359550562,546702.2359550562,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,5.33
2874,1699999404.0,1974.0,0.0,1703808000.0,4.0,0.0,9750.0,2030.0,4.0,0.0,2.0,8.0,240292.77777777778,240292.77777777778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
744,1700627448.0,1947.0,0.0,1705363200.0,2.0,0.0,5227.0,1166.0,2.0,1.0,1.0,3.0,494053.8461538461,504408.4905660377,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
6713,1697225491.0,2001.0,0.0,1695945600.0,2.0,0.0,29185.0,1670.0,2.0,2.0,2.0,4.0,258471.52112676058,256690.16393442624,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
6647,1699416461.0,1953.0,0.0,1704326400.0,2.0,0.0,4051.0,2144.0,2.0,0.0,1.0,3.0,458996.5652173913,458996.5652173913,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5993,1699651638.0,1963.0,0.0,1705363200.0,3.0,0.0,9840.0,2276.0,3.0,2.0,1.0,4.0,283243.6614173228,255832.25806451612,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
1769,1701364104.0,1965.0,0.0,1704844800.0,1.0,0.0,784.0,786.0,1.0,1.0,1.0,1.0,365049.173553719,343749.51923076925,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5.33
4705,1697778757.0,1974.0,0.0,1704931200.0,2.0,0.0,10454.0,1956.0,2.0,2.0,1.0,3.0,336884.1216216216,336884.1216216216,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
2555,1690377972.0,1940.0,0.0,1693872000.0,1.0,0.0,3485.0,1038.0,1.0,1.0,1.0,2.0,238092.4406779661,240520.9391304348,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.08
5518,1697814248.0,1905.0,0.0,1703808000.0,2.0,0.0,4792.0,2226.0,2.0,2.0,2.0,5.0,260635.74626865672,250075.95041322315,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,5.33
225,1701725188.0,1971.0,0.0,1704412800.0,1.0,1.0,10664.0,1200.0,2.0,0.0,1.0,3.0,172763.26515151514,172763.26515151514,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,5.33
790,1699076397.0,1965.0,0.0,1705017600.0,2.0,0.0,5602.0,1011.0,2.0,1.0,1.0,3.0,494053.8461538461,504408.4905660377,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.33
2584,1699302935.0,2021.0,0.0,1699228800.0,2.0,1.0,13068.0,2953.0,3.0,2.0,2.0,4.0,238092.4406779661,240520.9391304348,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
512,1697754349.0,2019.0,0.0,1703203200.0,4.0,0.0,5751.0,3085.0,4.0,3.0,2.0,5.0,447795.6153846154,457283.7916666667,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
6724,1686839816.0,2006.0,0.0,1692576000.0,3.0,0.0,19166.0,3098.0,3.0,2.0,2.0,6.0,258471.52112676058,256690.16393442624,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.07
748,1704329880.0,1990.0,0.0,1705017600.0,2.0,0.0,5101.0,1044.0,2.0,2.0,1.0,2.0,494053.8461538461,394272.7272727273,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
1214,1685711681.0,1950.0,0.0,1704412800.0,1.0,0.0,8712.0,1540.0,1.0,1.0,1.0,4.0,343289.04761904763,343289.04761904763,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.08
1634,1701375650.0,1977.0,0.0,1705017600.0,2.0,0.0,19166.0,1512.0,2.0,2.0,1.0,3.0,313479.05511811026,313479.05511811026,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
4492,1696964231.0,2004.0,0.0,1704931200.0,5.0,1.0,10454.0,4364.0,6.0,2.0,2.0,5.0,424447.63440860214,424447.63440860214,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,5.33
5853,1702038359.0,2016.0,0.0,1705017600.0,2.0,0.0,8202.0,2165.0,2.0,2.0,1.0,4.0,283243.6614173228,255832.25806451612,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
4006,1698328448.0,1932.0,2.0,1705017600.0,1.0,1.0,5140.0,2462.0,4.0,2.0,2.0,3.0,351393.78571428574,338264.57364341087,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
2954,1701463358.0,1994.0,0.0,1703808000.0,3.0,0.0,8843.0,2884.0,3.0,2.0,2.0,4.0,240292.77777777778,240292.77777777778,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
4718,1700153839.0,2021.0,2.0,1704672000.0,1.0,0.0,11326.0,2511.0,3.0,2.0,1.0,3.0,336884.1216216216,336884.1216216216,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.33
2084,1700803538.0,1950.0,1.0,1704412800.0,1.0,0.0,7013.0,768.0,2.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
6331,1700070215.0,1900.0,0.0,1705017600.0,2.0,0.0,871.0,1478.0,2.0,0.0,2.0,3.0,239801.9642857143,239801.9642857143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.33
738,1702622198.0,1953.0,0.0,1704931200.0,2.0,0.0,7405.0,1516.0,2.0,2.0,1.0,3.0,494053.8461538461,504408.4905660377,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
380,1694503011.0,2000.0,0.0,1704844800.0,2.0,1.0,8712.0,2340.0,3.0,2.0,2.0,4.0,239309.83606557376,243946.55172413794,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,5.33
4807,1687549215.0,2001.0,0.0,1702512000.0,1.0,0.0,2100.0,1296.0,1.0,0.0,2.0,3.0,244447.15447154472,183784.94623655913,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5.07
7929,1698247231.0,1959.0,0.0,1704672000.0,1.0,0.0,11326.0,1404.0,1.0,1.0,1.0,3.0,434089.0,435382.5581395349,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
427,1700227543.0,2006.0,0.0,1704672000.0,2.0,0.0,9148.0,3084.0,2.0,2.0,1.0,3.0,239309.83606557376,243946.55172413794,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
2095,1693582342.0,2004.0,1.0,1705017600.0,1.0,1.0,20343.0,1718.0,3.0,3.0,2.0,4.0,228275.70247933886,228275.70247933886,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
2601,1687975171.0,1952.0,0.0,1692835200.0,2.0,0.0,9583.0,2160.0,2.0,1.0,2.0,4.0,238092.4406779661,240520.9391304348,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,5.07
7595,1702079043.0,2011.0,0.0,1704672000.0,2.0,1.0,4750.0,2387.0,3.0,2.0,2.0,4.0,449961.6666666667,449909.4017094017,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,5.33
1066,1685469950.0,1951.0,0.0,1699315200.0,3.0,0.0,6200.0,2015.0,3.0,2.0,1.0,4.0,570285.0,570285.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.08
4793,1694563752.0,1914.0,0.0,1703203200.0,1.0,0.0,1412.0,1101.0,1.0,0.0,2.0,3.0,244447.15447154472,183784.94623655913,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
1443,1694554798.0,1900.0,0.0,1701820800.0,2.0,0.0,2600.0,3088.0,2.0,0.0,2.0,4.0,319652.11023622047,319652.11023622047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
1004,1695336436.0,2000.0,0.0,1702425600.0,2.0,1.0,5885.0,1931.0,3.0,2.0,2.0,3.0,570285.0,570285.0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5.33
182,1697580182.0,2001.0,0.0,1704412800.0,2.0,0.0,6534.0,1742.0,2.0,2.0,1.0,3.0,172763.26515151514,172763.26515151514,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5.33
2061,1700147611.0,1952.0,0.0,1704844800.0,1.0,1.0,11718.0,1222.0,2.0,2.0,2.0,3.0,228275.70247933886,228275.70247933886,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
6201,1696896632.0,1946.0,0.0,1703808000.0,1.0,0.0,15682.0,1218.0,1.0,2.0,2.0,2.0,431431.53153153154,431431.53153153154,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5669,1689386744.0,1985.0,0.0,1698969600.0,2.0,1.0,9089.0,1949.0,3.0,2.0,2.0,4.0,251629.78723404257,380000.0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,5.08
2945,1697753582.0,2004.0,0.0,1701388800.0,2.0,2.0,11979.0,3432.0,4.0,0.0,2.0,3.0,240292.77777777778,240292.77777777778,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
6153,1698701639.0,1930.0,0.0,1703808000.0,2.0,0.0,6098.0,1424.0,2.0,1.0,1.0,3.0,431431.53153153154,431431.53153153154,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
5509,1697996421.0,1905.0,0.0,1704412800.0,3.0,0.0,3485.0,3120.0,3.0,0.0,2.0,5.0,260635.74626865672,250075.95041322315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
1738,1698963151.0,1999.0,0.0,1704672000.0,4.0,0.0,1124.0,2172.0,4.0,2.0,3.0,4.0,365049.173553719,343749.51923076925,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,5.33
4824,1690312895.0,1896.0,0.0,1704067200.0,1.0,0.0,1612.0,1641.0,1.0,0.0,3.0,5.0,244447.15447154472,183784.94623655913,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.08
1236,1697143895.0,1923.0,0.0,1703116800.0,2.0,0.0,10890.0,1894.0,2.0,1.0,1.0,3.0,343289.04761904763,343289.04761904763,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,5.33
2814,1702048643.0,1984.0,0.0,1701993600.0,2.0,0.0,9000.0,2030.0,2.0,0.0,2.0,4.0,240292.77777777778,240292.77777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.33
5662,1695677266.0,1958.0,0.0,1701907200.0,1.0,0.0,5998.0,1200.0,1.0,2.0,1.0,3.0,251629.78723404257,237835.89743589744,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,5.33
7580,1688690675.0,2009.0,0.0,1705017600.0,2.0,1.0,5764.0,3022.0,3.0,2.0,2.0,4.0,449961.6666666667,449909.4017094017,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,5.08
3840,1702045417.0,1891.0,0.0,1705017600.0,1.0,0.0,4587.0,1359.0,1.0,0.0,1.0,3.0,351393.78571428574,338264.57364341087,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,5.33
4682,1702396575.0,1995.0,0.0,1704672000.0,2.0,0.0,6970.0,1109.0,2.0,2.0,1.0,2.0,336884.1216216216,336884.1216216216,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33
7515,1695270798.0,1958.0,0.0,1705017600.0,2.0,1.0,6499.0,2004.0,3.0,0.0,2.0,4.0,381542.78571428574,412295.0722891566,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,5.33
3277,1702139461.0,1910.0,0.0,1704844800.0,1.0,0.0,3500.0,1023.0,1.0,0.0,1.0,1.0,578773.5849056604,578773.5849056604,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,5.33
5528,1694290031.0,1976.0,0.0,1703635200.0,2.0,1.0,7841.0,2061.0,3.0,1.0,2.0,4.0,260635.74626865672,250075.95041322315,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,5.33
3542,1695825471.0,1986.0,0.0,1704931200.0,4.0,0.0,33105.0,4148.0,4.0,0.0,1.0,6.0,546702.2359550562,546702.2359550562,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.33
5858,1698391603.0,2016.0,0.0,1705017600.0,2.0,0.0,6094.0,1729.0,2.0,2.0,1.0,3.0,283243.6614173228,420031.25,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
4022,1697485464.0,1965.0,0.0,1704844800.0,1.0,0.0,828.0,980.0,1.0,0.0,2.0,2.0,351393.78571428574,338264.57364341087,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5.33
296,1697834510.0,1927.0,0.0,1704844800.0,2.0,1.0,5227.0,4596.0,3.0,0.0,3.0,4.0,239309.83606557376,243946.55172413794,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5.33
478,1699633310.0,1996.0,0.0,1703203200.0,1.0,0.0,1120.0,1019.0,1.0,0.0,2.0,2.0,447795.6153846154,457283.7916666667,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.33
7442,1694147590.0,2009.0,0.0,1704931200.0,3.0,0.0,12031.0,2056.0,3.0,1.0,2.0,6.0,381542.78571428574,344168.5714285714,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,5.33
7813,1697723135.0,1999.0,0.0,1704412800.0,3.0,1.0,5227.0,2584.0,4.0,2.0,2.0,3.0,434089.0,435382.5581395349,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.33
972,1695784823.0,1951.0,1.0,1701388800.0,1.0,0.0,7890.0,1351.0,2.0,1.0,1.0,3.0,570285.0,570285.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5.33
