,list_date,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.garage,description.stories,description.beds,location.address.postal_code,location.address.state,location.address.city,location.address.state_code,location.county.name,basement,central_air,community_outdoor_space,dishwasher,fireplace,forced_air,hardwood_floors,laundry_room,recreation_facilities,shopping,washer_dryer,apartment,condos,duplex_triplex,land,mobile,multi_family,single_family,townhomes
423,2023-12-18T13:25:29.000000Z,1969.0,0.0,2024-01-10,9000.0,2.0,0.0,9148.0,2054.0,2.0,,2.0,2.0,4.0,72209,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
424,2023-12-01T16:23:46.000000Z,1970.0,0.0,2024-01-09,255000.0,2.0,0.0,16117.0,1497.0,2.0,,2.0,2.0,3.0,72212,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
425,2024-01-10T17:50:30.000000Z,1950.0,0.0,2024-01-08,63500.0,1.0,0.0,6970.0,840.0,1.0,,0.0,1.0,2.0,72204,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
426,2023-07-01T13:50:14.000000Z,0.0,0.0,2024-01-08,453990.0,0.0,0.0,534481.0,,0.0,,0.0,0.0,0.0,72223,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
427,2023-11-17T13:25:43.000000Z,2006.0,0.0,2024-01-08,455000.0,2.0,0.0,9148.0,3084.0,2.0,,2.0,1.0,3.0,72223,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
428,2023-11-17T18:38:52.000000Z,2003.0,0.0,2024-01-08,222000.0,2.0,0.0,8276.0,1678.0,2.0,,0.0,1.0,3.0,72210,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
429,2024-01-10T19:50:29.000000Z,1922.0,0.0,2024-01-08,379000.0,2.0,0.0,6098.0,1651.0,2.0,,0.0,1.0,3.0,72205,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
430,2024-01-11T23:50:28.000000Z,1976.0,0.0,2024-01-07,190000.0,2.0,1.0,,2660.0,3.0,,2.0,2.0,3.0,72210,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0
431,2023-10-27T20:50:28.000000Z,1970.0,0.0,2024-01-05,48500.0,1.0,0.0,6534.0,864.0,1.0,,0.0,1.0,2.0,72204,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,2023-09-26T15:40:57.000000Z,1961.0,0.0,2024-01-05,175000.0,2.0,0.0,9583.0,1681.0,2.0,,1.0,2.0,3.0,72211,Arkansas,Little Rock,AR,Pulaski,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
433,2023-09-08T17:46:32.000000Z,0.0,0.0,2024-01-05,107500.0,0.0,0.0,23522.0,,0.0,,0.0,0.0,0.0,72223,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
434,2023-11-09T22:47:39.000000Z,1969.0,0.0,2024-01-05,103000.0,1.0,1.0,10454.0,1108.0,2.0,,0.0,1.0,3.0,72209,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,2023-10-13T21:24:15.000000Z,1992.0,0.0,2024-01-05,236500.0,2.0,0.0,8712.0,1600.0,2.0,,2.0,1.0,3.0,72211,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
436,2023-11-14T23:23:28.000000Z,1969.0,0.0,2024-01-05,225000.0,2.0,0.0,8712.0,1700.0,2.0,,0.0,1.0,4.0,72205,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
437,2023-12-02T02:19:34.000000Z,1981.0,0.0,2024-01-05,100000.0,1.0,1.0,,1054.0,2.0,townhouse,0.0,2.0,2.0,72211,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
438,2023-11-04T21:17:00.000000Z,1930.0,0.0,2024-01-05,325000.0,2.0,0.0,8276.0,4344.0,2.0,,0.0,2.0,3.0,72206,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
439,2023-09-01T22:34:54.000000Z,1978.0,0.0,2024-01-05,258000.0,2.0,0.0,14375.0,2457.0,2.0,,0.0,1.0,4.0,72212,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
440,2023-10-05T16:35:36.000000Z,1920.0,0.0,2024-01-05,39900.0,1.0,0.0,6970.0,1428.0,1.0,,0.0,2.0,3.0,72206,Arkansas,Little Rock,AR,Pulaski,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
441,2023-12-06T22:04:01.000000Z,1964.0,0.0,2024-01-05,75000.0,1.0,1.0,6534.0,999.0,2.0,,0.0,1.0,3.0,72209,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
442,2023-10-25T07:24:21.000000Z,2014.0,0.0,2024-01-05,615000.0,3.0,1.0,131987.0,3529.0,4.0,,3.0,1.0,4.0,72210,Arkansas,Little Rock,AR,Saline,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
443,2023-11-15T15:16:57.000000Z,2006.0,0.0,2024-01-05,388000.0,2.0,1.0,10019.0,2569.0,3.0,,2.0,2.0,4.0,72211,Arkansas,Little Rock,AR,Pulaski,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
444,2023-09-22T17:33:04.000000Z,2015.0,0.0,2024-01-05,1150000.0,4.0,1.0,6098.0,3314.0,5.0,,2.0,2.0,5.0,72207,Arkansas,Little Rock,AR,Pulaski,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
445,2024-01-08T21:50:29.000000Z,1943.0,0.0,2024-01-04,305000.0,2.0,0.0,7405.0,1384.0,2.0,,0.0,1.0,3.0,72207,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
446,2023-12-15T14:31:31.000000Z,1966.0,0.0,2024-01-04,56000.0,1.0,0.0,8276.0,881.0,1.0,,0.0,1.0,2.0,72209,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
447,2023-11-11T17:02:14.000000Z,1973.0,0.0,2024-01-04,75000.0,2.0,0.0,8712.0,1537.0,2.0,,2.0,1.0,3.0,72204,Arkansas,Little Rock,AR,Pulaski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
448,2023-10-28T21:08:23.000000Z,1989.0,0.0,2024-01-03,148000.0,1.0,1.0,9583.0,1092.0,2.0,,1.0,1.0,3.0,72002,Arkansas,Alexander,AR,Pulaski,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
449,2023-11-30T08:29:08.000000Z,0.0,0.0,2024-01-03,105000.0,0.0,0.0,87120.0,,0.0,,0.0,0.0,0.0,72206,Arkansas,Little Rock,AR,Saline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450,2023-12-08T15:08:46.000000Z,2011.0,0.0,2024-01-12,445000.0,2.0,0.0,5663.0,2147.0,2.0,,2.0,1.0,3.0,85353,Arizona,Tolleson,AZ,Maricopa,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
451,2022-02-01T05:25:28.000000Z,0.0,0.0,2024-01-10,410000.0,0.0,0.0,6843.0,,0.0,,0.0,0.0,0.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,2022-06-19T16:36:42.000000Z,2003.0,0.0,2024-01-08,1206000.0,5.0,0.0,12197.0,4408.0,5.0,,3.0,2.0,5.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
453,2017-11-20T03:24:16.000000Z,0.0,0.0,2024-01-05,330000.0,0.0,0.0,28314.0,,0.0,,0.0,0.0,0.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,2023-08-05T22:25:01.000000Z,1973.0,0.0,2023-12-28,415000.0,2.0,0.0,9344.0,1994.0,2.0,,2.0,1.0,3.0,85023,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
455,2023-04-24T22:25:30.000000Z,1982.0,0.0,2023-12-27,200000.0,1.0,0.0,677.0,655.0,1.0,condo,0.0,2.0,1.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
456,2023-09-04T13:24:48.000000Z,1949.0,0.0,2023-12-26,1900000.0,2.0,0.0,46035.0,3235.9202733485195,0.0,,0.0,2.0,3.0,85006,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,2023-10-30T21:24:41.000000Z,1967.0,0.0,2023-12-26,359900.0,2.0,0.0,6810.0,1576.0,2.0,,0.0,1.0,3.0,85029,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
458,2023-10-10T00:05:43.000000Z,1981.0,0.0,2023-12-26,186000.0,1.0,0.0,751.0,725.0,1.0,condo,0.0,1.0,1.0,85053,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
459,2023-12-01T16:57:52.000000Z,1930.0,0.0,2023-12-26,675000.0,1.0,0.0,6521.0,1544.0,1.0,,1.0,1.0,2.0,85003,Arizona,Phoenix,AZ,Maricopa,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
460,2023-11-10T19:09:30.000000Z,1977.0,0.0,2023-12-26,1701500.0,3.0,0.0,37462.0,2903.0,3.0,,2.0,1.0,3.0,85028,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
461,2023-11-03T23:54:38.000000Z,1980.0,0.0,2023-12-26,525000.0,2.0,0.0,12197.0,2110.0,2.0,,2.0,1.0,3.0,85022,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
462,2023-11-20T16:22:33.000000Z,1973.0,0.0,2023-12-26,385000.0,2.0,0.0,8006.0,1215.0,2.0,,2.0,1.0,3.0,85053,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
463,2023-11-09T05:34:32.000000Z,1955.0,0.0,2023-12-26,1038712.0,3.0,0.0,11326.0,2700.0,3.0,,2.0,1.0,4.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
464,2023-11-10T19:36:43.000000Z,2005.0,0.0,2023-12-26,690000.0,4.0,0.0,8880.0,3135.0,4.0,,3.0,2.0,4.0,85042,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465,2023-11-09T18:45:26.000000Z,1993.0,0.0,2023-12-26,498000.0,2.0,0.0,5528.0,1350.0,2.0,,2.0,1.0,3.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
466,2023-11-07T18:06:24.000000Z,1993.0,0.0,2023-12-26,500000.0,2.0,0.0,4696.0,1650.0,2.0,,2.0,1.0,3.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
467,2023-08-22T20:43:20.000000Z,1979.0,0.0,2023-12-26,340000.0,2.0,0.0,8018.0,1156.0,2.0,,2.0,1.0,2.0,85306,Arizona,Glendale,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,2023-08-30T20:01:25.000000Z,1956.0,0.0,2023-12-26,345000.0,2.0,0.0,6887.0,1411.0,2.0,,0.0,1.0,4.0,85040,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
469,2023-09-18T14:34:57.000000Z,1967.0,0.0,2023-12-22,28000.0,1.0,0.0,,768.0,1.0,,0.0,1.0,2.0,85031,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
470,2023-11-07T22:33:39.000000Z,2005.0,0.0,2023-12-22,1010000.0,4.0,0.0,14375.0,4015.0,4.0,,3.0,1.0,4.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
471,2023-10-19T22:25:49.000000Z,2019.0,0.0,2023-12-22,825000.0,4.0,0.0,5751.0,3085.0,4.0,,3.0,2.0,5.0,85042,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
472,2023-11-15T16:42:44.000000Z,1956.0,0.0,2023-12-22,432000.0,2.0,0.0,7410.0,2155.0,2.0,,0.0,1.0,5.0,85017,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
473,2023-09-25T14:21:41.000000Z,1986.0,0.0,2023-12-22,745000.0,3.0,0.0,7675.0,2800.0,3.0,,2.0,1.0,3.0,85028,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
474,2023-11-16T20:04:42.000000Z,1961.0,0.0,2023-12-22,700000.0,3.0,0.0,17424.0,2202.0,3.0,,2.0,1.0,3.0,85032,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
475,2023-08-18T18:08:23.000000Z,2000.0,0.0,2023-12-22,436000.0,3.0,0.0,1065.0,1418.0,3.0,townhouse,2.0,1.0,2.0,85018,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
476,2023-11-20T16:22:33.000000Z,1996.0,0.0,2023-12-22,625600.0,3.0,0.0,95832.0,2136.0,3.0,,2.0,1.0,4.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,2023-11-17T16:14:54.000000Z,1943.0,0.0,2023-12-22,827522.0,2.0,0.0,8050.0,1793.0,2.0,,2.0,1.0,3.0,85003,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
478,2023-11-10T16:21:50.000000Z,1996.0,0.0,2023-12-22,255000.0,1.0,0.0,1120.0,1019.0,1.0,condo,0.0,2.0,2.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
479,2023-12-01T21:03:46.000000Z,2004.0,0.0,2023-12-22,120000.0,2.0,0.0,9905.0,4353.0,2.0,,1.0,1.0,2.0,85022,Arizona,Phoenix,AZ,Maricopa,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
480,2023-06-28T01:07:26.000000Z,1950.0,0.0,2023-12-22,485000.0,2.0,0.0,,3235.9202733485195,0.0,,0.0,2.0,3.0,85041,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
481,2023-10-30T14:25:13.000000Z,1965.0,0.0,2023-12-22,267000.0,2.0,0.0,1213.0,1120.0,2.0,townhouse,0.0,2.0,2.0,85015,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
482,2023-11-28T19:54:28.000000Z,1948.0,0.0,2023-12-22,180000.0,1.0,0.0,7867.0,767.0,1.0,,0.0,1.0,2.0,85009,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
483,2023-11-03T14:57:34.000000Z,2011.0,0.0,2023-12-22,448000.0,2.0,0.0,8940.0,2176.0,2.0,,3.0,1.0,4.0,85042,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
484,2023-11-23T22:04:39.000000Z,1989.0,0.0,2023-12-22,540000.0,2.0,0.0,13939.0,1506.0,2.0,,2.0,1.0,3.0,85050,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
485,2023-11-03T15:46:54.000000Z,1999.0,0.0,2023-12-22,271500.0,1.0,0.0,924.0,858.0,1.0,condo,1.0,2.0,1.0,85331,Arizona,Cave Creek,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
486,2023-11-20T19:06:48.000000Z,1979.0,0.0,2023-12-22,345000.0,2.0,0.0,9304.0,1564.0,2.0,,2.0,1.0,3.0,85308,Arizona,Glendale,AZ,Maricopa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
487,2023-12-07T20:45:42.000000Z,1958.0,0.0,2023-12-22,350000.0,2.0,0.0,9118.0,1481.0,2.0,,1.0,1.0,3.0,85020,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,2023-09-18T14:34:57.000000Z,1970.0,0.0,2023-12-22,28000.0,2.0,0.0,,1296.0,2.0,,0.0,1.0,2.0,85027,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
489,2023-10-30T14:25:13.000000Z,2001.0,0.0,2023-12-22,470000.0,2.0,0.0,4499.0,1522.0,2.0,,2.0,1.0,3.0,85085,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
490,2023-11-17T21:08:31.000000Z,1960.0,0.0,2023-12-22,389900.0,2.0,0.0,7148.0,1363.0,2.0,,0.0,1.0,3.0,85021,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
491,2023-11-15T22:33:33.000000Z,2020.0,0.0,2023-12-22,1090000.0,5.0,0.0,6000.0,3030.0,5.0,,2.0,2.0,5.0,85050,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
492,2022-02-01T05:25:28.000000Z,0.0,0.0,2024-01-10,410000.0,0.0,0.0,6843.0,,0.0,,0.0,0.0,0.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493,2022-06-19T16:36:42.000000Z,2003.0,0.0,2024-01-08,1206000.0,5.0,0.0,12197.0,4408.0,5.0,,3.0,2.0,5.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
494,2017-11-20T03:24:16.000000Z,0.0,0.0,2024-01-05,330000.0,0.0,0.0,28314.0,,0.0,,0.0,0.0,0.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,2023-08-05T22:25:01.000000Z,1973.0,0.0,2023-12-28,415000.0,2.0,0.0,9344.0,1994.0,2.0,,2.0,1.0,3.0,85023,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
496,2023-04-24T22:25:30.000000Z,1982.0,0.0,2023-12-27,200000.0,1.0,0.0,677.0,655.0,1.0,condo,0.0,2.0,1.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
497,2023-09-04T13:24:48.000000Z,1949.0,0.0,2023-12-26,1900000.0,2.0,0.0,46035.0,3235.9202733485195,0.0,,0.0,2.0,3.0,85006,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
498,2023-10-30T21:24:41.000000Z,1967.0,0.0,2023-12-26,359900.0,2.0,0.0,6810.0,1576.0,2.0,,0.0,1.0,3.0,85029,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
499,2023-11-10T19:09:30.000000Z,1977.0,0.0,2023-12-26,1701500.0,3.0,0.0,37462.0,2903.0,3.0,,2.0,1.0,3.0,85028,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
500,2023-12-01T16:57:52.000000Z,1930.0,0.0,2023-12-26,675000.0,1.0,0.0,6521.0,1544.0,1.0,,1.0,1.0,2.0,85003,Arizona,Phoenix,AZ,Maricopa,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
501,2023-11-20T16:22:33.000000Z,1973.0,0.0,2023-12-26,385000.0,2.0,0.0,8006.0,1215.0,2.0,,2.0,1.0,3.0,85053,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
502,2023-11-03T23:54:38.000000Z,1980.0,0.0,2023-12-26,525000.0,2.0,0.0,12197.0,2110.0,2.0,,2.0,1.0,3.0,85022,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
503,2023-10-10T00:05:43.000000Z,1981.0,0.0,2023-12-26,186000.0,1.0,0.0,751.0,725.0,1.0,condo,0.0,1.0,1.0,85053,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
504,2023-11-09T05:34:32.000000Z,1955.0,0.0,2023-12-26,1038712.0,3.0,0.0,11326.0,2700.0,3.0,,2.0,1.0,4.0,85016,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
505,2023-11-07T18:06:24.000000Z,1993.0,0.0,2023-12-26,500000.0,2.0,0.0,4696.0,1650.0,2.0,,2.0,1.0,3.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
506,2023-11-10T19:36:43.000000Z,2005.0,0.0,2023-12-26,690000.0,4.0,0.0,8880.0,3135.0,4.0,,3.0,2.0,4.0,85042,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
507,2023-11-09T18:45:26.000000Z,1993.0,0.0,2023-12-26,498000.0,2.0,0.0,5528.0,1350.0,2.0,,2.0,1.0,3.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
508,2023-08-22T20:43:20.000000Z,1979.0,0.0,2023-12-26,340000.0,2.0,0.0,8018.0,1156.0,2.0,,2.0,1.0,2.0,85306,Arizona,Glendale,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
509,2023-08-30T20:01:25.000000Z,1956.0,0.0,2023-12-26,345000.0,2.0,0.0,6887.0,1411.0,2.0,,0.0,1.0,4.0,85040,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
510,2023-09-18T14:34:57.000000Z,1967.0,0.0,2023-12-22,28000.0,1.0,0.0,,768.0,1.0,,0.0,1.0,2.0,85031,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
511,2023-11-07T22:33:39.000000Z,2005.0,0.0,2023-12-22,1010000.0,4.0,0.0,14375.0,4015.0,4.0,,3.0,1.0,4.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
512,2023-10-19T22:25:49.000000Z,2019.0,0.0,2023-12-22,825000.0,4.0,0.0,5751.0,3085.0,4.0,,3.0,2.0,5.0,85042,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
513,2023-11-15T16:42:44.000000Z,1956.0,0.0,2023-12-22,432000.0,2.0,0.0,7410.0,2155.0,2.0,,0.0,1.0,5.0,85017,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
514,2023-09-25T14:21:41.000000Z,1986.0,0.0,2023-12-22,745000.0,3.0,0.0,7675.0,2800.0,3.0,,2.0,1.0,3.0,85028,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
515,2023-11-16T20:04:42.000000Z,1961.0,0.0,2023-12-22,700000.0,3.0,0.0,17424.0,2202.0,3.0,,2.0,1.0,3.0,85032,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
516,2023-08-18T18:08:23.000000Z,2000.0,0.0,2023-12-22,436000.0,3.0,0.0,1065.0,1418.0,3.0,townhouse,2.0,1.0,2.0,85018,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
517,2023-11-20T16:22:33.000000Z,1996.0,0.0,2023-12-22,625600.0,3.0,0.0,95832.0,2136.0,3.0,,2.0,1.0,4.0,85086,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
518,2023-11-17T16:14:54.000000Z,1943.0,0.0,2023-12-22,827522.0,2.0,0.0,8050.0,1793.0,2.0,,2.0,1.0,3.0,85003,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
519,2023-11-10T16:21:50.000000Z,1996.0,0.0,2023-12-22,255000.0,1.0,0.0,1120.0,1019.0,1.0,condo,0.0,2.0,2.0,85048,Arizona,Phoenix,AZ,Maricopa,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
520,2023-12-01T21:03:46.000000Z,2004.0,0.0,2023-12-22,120000.0,2.0,0.0,9905.0,4353.0,2.0,,1.0,1.0,2.0,85022,Arizona,Phoenix,AZ,Maricopa,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
521,2023-06-28T01:07:26.000000Z,1950.0,0.0,2023-12-22,485000.0,2.0,0.0,,3235.9202733485195,0.0,,0.0,2.0,3.0,85041,Arizona,Phoenix,AZ,Maricopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
