,location.address.city,description.baths,fireplace,description.sqft,condos,townhomes,location.address.state,description.baths_full,single_family,description.garage
171,-1.3420486549225992,-1.3627576831470956,0,-1.0567910523444604,0,0,-1.4103789869829255,-1.055492413109094,1,-1.0230312769599528
3860,0.0184660471465485,-1.3627576831470956,0,-0.957480008722382,0,0,0.1328310491909727,-2.36089039756233,1,-0.0580443277707774
7468,0.627038769180219,-0.2302375994358108,1,-0.3754418669879242,0,0,0.3932917993137805,0.2499055713441416,1,-1.0230312769599528
5572,-0.7064944957834334,0.902282484275474,0,0.1487695911184881,0,0,-0.6512383074604555,0.2499055713441416,1,-0.0580443277707774
703,1.3842633552908383,-0.2302375994358108,1,-0.7990851796542576,0,0,1.3652880578696351,0.2499055713441416,1,-0.0580443277707774
6195,0.7843513268998035,0.902282484275474,0,-0.1380389459486896,0,0,0.824286530755816,1.5553035557973776,1,1.871929570607573
6135,0.7843513268998035,-0.2302375994358108,1,-0.0108823397676374,0,0,0.824286530755816,0.2499055713441416,1,0.9069426214183978
7673,0.936249908663273,0.902282484275474,1,0.8854312564670677,0,0,0.9843705433988322,0.2499055713441416,1,1.871929570607573
1990,-0.8857049086379911,-0.2302375994358108,0,-0.9097101396383446,0,0,-0.9308005244286016,-1.055492413109094,1,-0.0580443277707774
3763,-1.3199207478870918,-0.2302375994358108,0,-0.1981905106497848,0,0,-1.3871244388006982,0.2499055713441416,1,-1.0230312769599528
2131,-0.8857049086379911,-1.3627576831470956,0,-1.1649018086925451,0,0,-0.9308005244286016,-1.055492413109094,1,-1.0230312769599528
5614,-0.7064944957834334,0.902282484275474,0,1.0337692709911843,0,0,-0.6512383074604555,1.5553035557973776,0,-1.0230312769599528
1958,-0.8857049086379911,-0.2302375994358108,0,-0.9650226196303882,0,0,-0.9308005244286016,-1.055492413109094,1,0.9069426214183978
2661,-0.7850421123982393,-1.3627576831470956,0,0.0255736129543912,0,0,-0.8459925707660034,-1.055492413109094,1,-0.0580443277707774
3508,1.7319419502920763,-0.2302375994358108,1,-0.6658323869461528,0,0,1.820123677637493,0.2499055713441416,1,-0.0580443277707774
2807,-0.7869177282321108,0.902282484275474,0,0.4152751765346978,0,0,-0.8269836002681431,0.2499055713441416,1,0.9069426214183978
2037,-0.8857049086379911,-0.2302375994358108,0,-1.0354203214384434,0,0,-0.9308005244286016,-1.055492413109094,1,-0.0580443277707774
572,0.9968715801598544,-0.2302375994358108,0,-0.5514361215080628,0,0,0.9656577721053382,0.2499055713441416,1,-1.0230312769599528
6127,0.7843513268998035,-0.2302375994358108,1,0.1035139256704525,0,0,0.824286530755816,0.2499055713441416,1,0.9069426214183978
1475,-0.134538967363331,-0.2302375994358108,0,-0.6809176087621646,0,1,-0.141389011347407,-1.055492413109094,0,-0.0580443277707774
2660,-0.7850421123982393,-1.3627576831470956,0,-0.9185098523643516,0,0,-0.8459925707660034,-1.055492413109094,1,-1.0230312769599528
3435,1.7319419502920763,-0.2302375994358108,1,-0.8996533250943367,0,1,1.820123677637493,-1.055492413109094,0,-1.0230312769599528
5899,0.6906345413788265,-0.2302375994358108,1,-0.0913368561197007,0,0,-0.4559258745991878,0.2499055713441416,1,0.9069426214183978
1003,1.9258056574188689,-1.3627576831470956,0,-1.2717554632226291,0,0,2.0238579445490075,-1.055492413109094,1,-1.0230312769599528
3504,1.7319419502920763,-0.2302375994358108,0,-0.1403638270217393,0,0,1.820123677637493,0.2499055713441416,1,-1.0230312769599528
3707,-1.3199207478870918,-1.3627576831470956,0,-0.972565230538394,0,0,-1.3871244388006982,-1.055492413109094,1,-1.0230312769599528
3708,-1.3199207478870918,-0.2302375994358108,0,-0.2484406076450134,0,0,-1.3871244388006982,0.2499055713441416,1,-1.0230312769599528
163,-1.3420486549225992,-0.2302375994358108,1,-0.2095044270117937,0,0,-1.4103789869829255,0.2499055713441416,1,0.9069426214183978
4892,3.2305330514592527,0.902282484275474,1,1.0136556419031686,0,1,-0.791093452337822,0.2499055713441416,0,-0.0580443277707774
5421,-0.7064944957834334,-0.2302375994358108,0,-0.0272246634016503,0,0,-0.6512383074604555,-1.055492413109094,1,-1.0230312769599528
7507,0.0670002603252192,-0.2302375994358108,0,-0.4659531978839955,0,0,0.3932917993137805,0.2499055713441416,1,-1.0230312769599528
3878,0.0184660471465485,-0.2302375994358108,0,-0.4973807433340202,0,0,0.1328310491909727,-1.055492413109094,1,-0.0580443277707774
5347,1.0686777492339676,0.902282484275474,1,0.969657078273134,0,0,1.1230894169501808,0.2499055713441416,1,0.9069426214183978
3635,-1.3199207478870918,0.902282484275474,1,1.762888325431758,0,0,-1.3871244388006982,1.5553035557973776,1,-1.0230312769599528
1022,1.9258056574188689,-0.2302375994358108,1,0.734579038306949,0,0,2.0238579445490075,-1.055492413109094,1,0.9069426214183978
5273,1.0686777492339676,-0.2302375994358108,1,-0.2346464633718135,0,0,1.1230894169501808,0.2499055713441416,1,0.9069426214183978
4760,0.0071179479184547,-0.2302375994358108,0,0.3574484929066523,0,0,0.0074803578378508,-1.055492413109094,1,0.9069426214183978
3208,1.9955866438603067,-1.3627576831470956,0,-1.674028044982946,1,0,2.097191826004759,-1.055492413109094,0,-1.0230312769599528
6355,-0.7909524937455145,-0.2302375994358108,0,0.6566387255908877,0,0,-0.8312237956415635,0.2499055713441416,0,-0.0580443277707774
967,1.9258056574188689,-0.2302375994358108,0,-0.1856194924697749,0,0,2.0238579445490075,-1.055492413109094,1,0.9069426214183978
1718,0.0635554133857029,-0.2302375994358108,0,-0.9335950741803634,1,0,0.2508015477108791,0.2499055713441416,0,-1.0230312769599528
6131,0.7843513268998035,0.902282484275474,1,0.4969867947047621,0,0,0.824286530755816,0.2499055713441416,1,0.9069426214183978
2623,-0.7850421123982393,-1.3627576831470956,0,-1.0454771359824515,0,0,-0.8459925707660034,-1.055492413109094,1,-1.0230312769599528
6551,1.0109515509970042,0.902282484275474,0,1.0463402891711944,0,0,1.0624240925648143,1.5553035557973776,0,-1.0230312769599528
253,-0.7568816323404362,2.0348025679867585,1,2.4165812707922725,0,0,-0.8354753491051743,2.8607015402506137,1,-1.0230312769599528
7716,0.936249908663273,-1.3627576831470956,1,-0.746286903298216,0,0,0.9843705433988322,-1.055492413109094,1,-1.0230312769599528
6572,1.0109515509970042,-0.2302375994358108,1,0.8150335546590123,0,0,1.0624240925648143,-1.055492413109094,1,0.9069426214183978
2649,-0.7850421123982393,-0.2302375994358108,1,0.7220080201269391,0,0,-0.8459925707660034,0.2499055713441416,1,0.9069426214183978
5495,-0.7064944957834334,0.902282484275474,0,-0.2434461760978204,0,0,-0.6512383074604555,0.2499055713441416,1,0.9069426214183978
3331,1.9955866438603067,-1.3627576831470956,0,-1.674028044982946,1,0,2.097191826004759,-1.055492413109094,0,-1.0230312769599528
6560,1.0109515509970042,0.902282484275474,0,0.9357153291871072,0,0,1.0624240925648143,1.5553035557973776,0,-1.0230312769599528
249,-1.529175615959594,-0.2302375994358108,1,-0.52252277969404,0,0,-0.8354753491051743,0.2499055713441416,1,0.9069426214183978
822,1.3842633552908383,0.902282484275474,1,2.885480248906641,0,0,1.3652880578696351,1.5553035557973776,1,1.871929570607573
4346,0.7269397281634156,-0.2302375994358108,0,-0.7814857542022438,0,0,0.7639518236869677,-1.055492413109094,1,-1.0230312769599528
3854,0.0184660471465485,0.902282484275474,1,1.3166171800414068,0,0,0.1328310491909727,-1.055492413109094,1,0.9069426214183978
4454,0.7269397281634156,-0.2302375994358108,1,-0.9348521759983645,0,1,0.7639518236869677,-1.055492413109094,0,-1.0230312769599528
37,-1.3420486549225992,-0.2302375994358108,0,-0.1001365688457077,0,0,-1.4103789869829255,0.2499055713441416,1,-1.0230312769599528
8018,-2.373203715972602,-0.2302375994358108,1,0.5233859328827829,0,0,-2.4589020580058394,0.2499055713441416,1,-1.0230312769599528
7846,1.052082625093114,0.902282484275474,0,-0.2447032779158214,0,0,0.8472447128091181,0.2499055713441416,1,0.9069426214183978
6524,1.0109515509970042,-0.2302375994358108,1,0.4303603983507096,0,0,1.0624240925648143,0.2499055713441416,1,-1.0230312769599528
6352,-0.7909524937455145,-0.2302375994358108,1,-0.2145328342837976,1,0,-0.8312237956415635,0.2499055713441416,0,0.9069426214183978
1110,0.0597700753521767,4.299842735409328,0,4.146353372361633,0,0,0.0628132653893669,5.471497509157085,0,-1.0230312769599528
724,1.3842633552908383,-0.2302375994358108,0,-0.4357827542519717,0,0,1.3652880578696351,0.2499055713441416,1,0.9069426214183978
3732,-1.3199207478870918,-1.3627576831470956,0,-0.9122243432743464,0,0,-1.3871244388006982,-1.055492413109094,1,-1.0230312769599528
7953,0.8168310084046672,-0.2302375994358108,0,-0.6256051287701211,0,0,0.8472447128091181,-1.055492413109094,1,-0.0580443277707774
2527,-0.7850421123982393,-0.2302375994358108,1,-1.0882185977944852,1,0,-0.8459925707660034,-1.055492413109094,0,-0.0580443277707774
3730,-1.3199207478870918,3.1673226516980435,0,3.9552738960254823,0,0,-1.3871244388006982,2.8607015402506137,1,-1.0230312769599528
610,0.9968715801598544,-0.2302375994358108,0,-0.403098106983946,0,0,0.9656577721053382,0.2499055713441416,1,-0.0580443277707774
1932,-0.8857049086379911,-1.3627576831470956,0,-0.8443408451022931,0,0,-0.9308005244286016,-1.055492413109094,1,-0.0580443277707774
2894,-0.7869177282321108,0.902282484275474,1,0.626468281958864,0,0,-0.8269836002681431,1.5553035557973776,1,0.9069426214183978
468,0.9968715801598544,-0.2302375994358108,0,-0.4910952342440152,0,0,0.9656577721053382,0.2499055713441416,1,-1.0230312769599528
7369,0.627038769180219,-0.2302375994358108,0,-1.0052498778064198,0,0,0.3932917993137805,0.2499055713441416,1,-1.0230312769599528
5500,0.814860530146505,-1.3627576831470956,1,-0.635661943314129,0,0,-0.6512383074604555,-1.055492413109094,1,0.9069426214183978
1987,-0.8857049086379911,-1.3627576831470956,0,-1.4200934777467462,0,0,-0.9308005244286016,-1.055492413109094,1,-0.0580443277707774
6529,1.0109515509970042,-1.3627576831470956,0,-0.4546392815219865,0,0,1.0624240925648143,-1.055492413109094,1,-1.0230312769599528
5301,1.0686777492339676,0.902282484275474,0,-0.8317698269222833,0,0,1.1230894169501808,0.2499055713441416,1,-0.0580443277707774
5393,1.0686777492339676,-0.2302375994358108,1,-0.5539503251440647,0,0,1.1230894169501808,0.2499055713441416,1,0.9069426214183978
3214,1.9955866438603067,-1.3627576831470956,0,-1.4565494304687747,1,0,2.097191826004759,-1.055492413109094,0,-1.0230312769599528
1966,-0.8857049086379911,-1.3627576831470956,0,-1.1535878923305365,0,0,-0.9308005244286016,-1.055492413109094,1,-1.0230312769599528
3629,-1.3199207478870918,-1.3627576831470956,0,-1.2189571868665878,0,0,-1.3871244388006982,-1.055492413109094,1,-1.0230312769599528
4698,0.0071179479184547,-1.3627576831470956,0,-1.3597525904826986,0,1,0.0074803578378508,-1.055492413109094,0,-0.0580443277707774
2525,-0.7850421123982393,0.902282484275474,1,0.623954078322862,0,0,-0.8459925707660034,0.2499055713441416,1,0.9069426214183978
3688,-1.3199207478870918,0.902282484275474,0,0.7697778892109767,0,0,-1.3871244388006982,1.5553035557973776,1,-1.0230312769599528
749,1.3842633552908383,-0.2302375994358108,0,-0.9939359614444108,0,0,1.3652880578696351,0.2499055713441416,1,-0.0580443277707774
188,-1.3420486549225992,-0.2302375994358108,1,0.3360777620006355,0,0,-1.4103789869829255,0.2499055713441416,1,0.9069426214183978
4686,0.0071179479184547,0.902282484275474,0,1.1079382782532428,0,0,0.0074803578378508,1.5553035557973776,1,1.871929570607573
7886,0.8168310084046672,0.902282484275474,1,0.276993976554589,0,0,0.8472447128091181,0.2499055713441416,1,0.9069426214183978
5411,-0.7064944957834334,0.902282484275474,1,-0.3289290997218876,1,0,-0.6512383074604555,0.2499055713441416,0,-1.0230312769599528
458,0.9968715801598544,-1.3627576831470956,0,-1.3534670813926937,0,0,0.9656577721053382,-1.055492413109094,0,-1.0230312769599528
1385,-0.134538967363331,-1.3627576831470956,0,-0.8921107141863308,0,0,-0.141389011347407,-1.055492413109094,1,-1.0230312769599528
2832,-0.7869177282321108,-1.3627576831470956,0,-1.1787299286905562,0,0,-0.8269836002681431,-1.055492413109094,1,-1.0230312769599528
3870,0.0184660471465485,-0.2302375994358108,0,-0.7249161723921992,0,0,0.1328310491909727,0.2499055713441416,0,-1.0230312769599528
490,0.9968715801598544,-0.2302375994358108,0,-0.5514361215080628,0,0,0.9656577721053382,0.2499055713441416,1,-1.0230312769599528
1964,-0.8857049086379911,0.902282484275474,1,-0.2987586560898639,0,0,-0.9308005244286016,0.2499055713441416,1,1.871929570607573
2087,-0.8857049086379911,0.902282484275474,1,-0.2987586560898639,0,0,-0.9308005244286016,0.2499055713441416,1,1.871929570607573
4419,0.7269397281634156,0.902282484275474,1,-0.1818481870157719,0,0,0.7639518236869677,0.2499055713441416,1,-1.0230312769599528
6452,-0.7909524937455145,-0.2302375994358108,0,0.0934571111264446,0,1,-0.8312237956415635,0.2499055713441416,0,-1.0230312769599528
3479,1.7319419502920763,0.902282484275474,1,0.9985704200871568,0,0,1.820123677637493,0.2499055713441416,1,0.9069426214183978
5542,-0.3371933071932161,-1.3627576831470956,1,-0.643204554222135,0,0,-0.6512383074604555,-1.055492413109094,1,-0.0580443277707774
5927,-0.6591743793409661,-0.2302375994358108,1,-0.6080057033181072,0,0,-0.4559258745991878,0.2499055713441416,1,0.9069426214183978
3595,1.7319419502920763,0.902282484275474,1,-0.3565853397179094,0,1,1.820123677637493,0.2499055713441416,0,-1.0230312769599528
2124,-0.8857049086379911,0.902282484275474,1,-0.4257259397079638,0,0,-0.9308005244286016,0.2499055713441416,1,0.9069426214183978
3969,0.0184660471465485,-1.3627576831470956,0,-0.3578424415359104,0,0,0.1328310491909727,-1.055492413109094,1,-1.0230312769599528
405,-0.7568816323404362,-1.3627576831470956,0,-1.1573591977845394,0,0,-0.8354753491051743,-1.055492413109094,1,-1.0230312769599528
1355,-0.134538967363331,-1.3627576831470956,0,-1.0329061178024417,0,0,-0.141389011347407,-1.055492413109094,0,-1.0230312769599528
1619,-0.1852849845483456,-0.2302375994358108,1,0.9910278091791508,0,0,-0.1947187591537164,0.2499055713441416,1,-1.0230312769599528
4931,0.0513178681078493,-0.2302375994358108,0,-0.9273095650903584,0,0,-0.791093452337822,-1.055492413109094,1,-0.0580443277707774
7788,0.8168310084046672,2.0348025679867585,1,0.4542453328927284,0,0,0.8472447128091181,1.5553035557973776,1,0.9069426214183978
5237,1.0686777492339676,-0.2302375994358108,0,-0.0523666997616701,0,0,1.1230894169501808,0.2499055713441416,1,0.9069426214183978
3913,0.0184660471465485,-0.2302375994358108,0,-0.7249161723921992,0,0,0.1328310491909727,0.2499055713441416,0,-1.0230312769599528
2358,-1.29744368583415,-0.2302375994358108,1,-0.1629916597457571,0,0,-1.3635029583928897,0.2499055713441416,1,0.9069426214183978
6642,1.0109515509970042,0.902282484275474,0,0.9357153291871072,0,0,1.0624240925648143,1.5553035557973776,0,-1.0230312769599528
1831,0.0635554133857029,0.902282484275474,1,-0.2535029906418283,0,1,0.2508015477108791,0.2499055713441416,0,-0.0580443277707774
1268,0.0597700753521767,0.902282484275474,0,2.517149416232352,0,0,0.0628132653893669,1.5553035557973776,0,-1.0230312769599528
1556,-0.1852849845483456,-0.2302375994358108,1,-0.2233325470098046,0,0,-0.1947187591537164,0.2499055713441416,1,0.9069426214183978
509,0.9968715801598544,-0.2302375994358108,0,-0.4910952342440152,0,0,0.9656577721053382,0.2499055713441416,1,-1.0230312769599528
2813,-0.7869177282321108,0.902282484275474,0,-0.3125867760878748,0,0,-0.8269836002681431,1.5553035557973776,1,-1.0230312769599528
6845,0.5259662957065747,-0.2302375994358108,1,0.3323064565466325,0,0,0.4814731217298266,0.2499055713441416,1,-1.0230312769599528
5345,1.0686777492339676,-0.2302375994358108,1,0.0142596965923823,0,0,1.1230894169501808,0.2499055713441416,0,-1.0230312769599528
409,-0.7568816323404362,0.902282484275474,1,-0.2120186306477957,0,0,-0.8354753491051743,0.2499055713441416,1,0.9069426214183978
1394,-0.134538967363331,0.902282484275474,0,-0.3490427288099035,0,1,-0.141389011347407,0.2499055713441416,0,-1.0230312769599528
672,0.4788848628211318,-0.2302375994358108,1,-0.7161164596661923,0,0,1.3652880578696351,0.2499055713441416,1,0.9069426214183978
5275,1.0686777492339676,-1.3627576831470956,0,-1.435178699562758,0,0,1.1230894169501808,-1.055492413109094,1,-1.0230312769599528
4420,0.7269397281634156,-1.3627576831470956,0,-1.324553739578671,0,0,0.7639518236869677,-1.055492413109094,1,-1.0230312769599528
1948,-0.8857049086379911,0.902282484275474,0,-0.4785242160640053,0,0,-0.9308005244286016,-1.055492413109094,1,0.9069426214183978
179,-1.3420486549225992,-1.3627576831470956,0,-0.643204554222135,0,0,-1.4103789869829255,-1.055492413109094,1,-0.0580443277707774
6289,-0.7909524937455145,0.902282484275474,0,0.7521784637589628,0,1,-0.8312237956415635,0.2499055713441416,0,-0.0580443277707774
431,-0.7568816323404362,-1.3627576831470956,0,-1.1787299286905562,0,0,-0.8354753491051743,-1.055492413109094,1,-1.0230312769599528
7931,0.8168310084046672,-1.3627576831470956,0,-0.3314433033578897,0,0,0.8472447128091181,-1.055492413109094,1,0.9069426214183978
5550,-0.7064944957834334,-1.3627576831470956,1,-0.8317698269222833,0,0,-0.6512383074604555,-1.055492413109094,1,-0.0580443277707774
4650,0.0071179479184547,2.0348025679867585,1,1.979109838127928,0,0,0.0074803578378508,0.2499055713441416,1,1.871929570607573
4658,0.0071179479184547,0.902282484275474,0,0.6893233728589134,0,0,0.0074803578378508,-1.055492413109094,1,0.9069426214183978
4034,0.0184660471465485,-1.3627576831470956,0,-1.1787299286905562,0,0,0.1328310491909727,-1.055492413109094,1,-0.0580443277707774
6686,-0.6521219061028993,-0.2302375994358108,0,0.5422424601527976,0,0,-0.6699353025147827,0.2499055713441416,1,-1.0230312769599528
5930,-0.6591743793409661,0.902282484275474,1,0.1500266929364891,0,0,-0.4559258745991878,0.2499055713441416,1,0.9069426214183978
